"line","text","examen","schooltype","id","toets_id","school_id","leerling_id","T3F_54"
18,"Next.checkt beoordeeld de bewering als ongefundeerd dat komt doordat Kleenex een eigen onderzoek heeft gehouden met de university of worcester dat voor eigen gebruik is en dat niet gedeeld mag worden voor de nederlandse cijfers heeft kleenex ook  andere bronnen geraadpleeft. Bron nummer  van het EAACI zegt dat ze de cijfer niet herkennen. Bron nummer  van het KNMI zegt dat ze geen hooikoorts cijfer hebben. Echter is het erg lastig om een schatting te maken omdat niet de aantallen bijhoud en ze per jaar verschillen. Dat er een verdubbeling in de laatste - jaar is onwaarschijnlijk vanaf  neemt de geregistreerde aantal hooikoortsgevallen af. Er zijn geen acute cijfers beschikbaar over 't aantal mensen met hooikoorts op de grond van deze gegevens beoordeelt next.check de uitspraak ongefundeert.","T49-213520020.txt","gt","P736","T49",54,20,11
19,"Volgens een woordvoerder van Kleenex zijn de uitspraken gebaseerd op eigen onderzoek. Volgens Europees onderzoek stijgen hooikoortspatienten tot  procent per jaar. Volgens gezondheidsnet.nl heeft  procent van de nederlanders last van hooikoorts. En volgens bioharma is dat in procent.","T49-213520022.txt","gt","P737","T49",54,22,1
20,"Kleenex zegt dat hooikoorts zijn hoogtepunt bereikt, maar dit klop niet. Next.checkt doet onderzoek naar hooikoorts. Uit het onderzoek blijkt dat dit niet het geval is. Een van de onderzochtte bronnen is gezondheidsnet.nl, deze claimt met de Europese academie van Allergie�n en Allegiesite.nl informatie te hebben verkregen. Alleen allergiesite.nl bestaat niet langer en het EAACI zegt deze cijfers niet te herkennen. Verder worden hooikoortspaci�nten ook niet geregistreerd en zijn medicijnen zonder recept te krijgen. Wel hadden ze kunnen kijken of het aantal diagnoses toeneemt, wat inderdaad gebeurde, maar het is onwaarscheinlijk dat het verdubbeld.","T49-213520024.txt","gt","P738","T49",54,24,5
21,"Tegenargumenten van de redactie next.checkt! de uitspraken zijn gebaseerd op eigen onderzoek. het is moeilijk om een schatting te maken, omdat het aantal per jaar anders is. Aandeel van hooikorts in een allergie is niet bekent. niet iedereen bezoekt de huisarts.","T49-213520025.txt","gt","P739","T49",54,25,4
22,"De medische term voor hooikoorts is 'seizoensgebonden allergische rhinitis'. maar de klachten zijn meestal niet seizoensgebonden, maar zijn er het hele jaar door. Daarom spreken we niet van hooikoorts maar van 'hyperreactive rhinitis' Ook is de schatting dat ongeveer ��n-derde last heeft van neusallergie niet goed, want hier wordt gee onderscheidt gemaakt tussen hoorkoorts en andere allergie�n dus deze schatting biedt geen uitsluitsel . Ook verzameld de CMR sinds  door huisartsen gediagnosciceerde hooikoorts gevallen. Dit biedt echter geen uitsluitsel van prevelatie.","T49-213520026.txt","gt","P740","T49",54,26,1
23,"Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch. Next checkt beoordeelt de bewering als ongefunceerd. De uitsporen zijn gebaseert op eigen onderzoek in samenwerking met de university of Worcester, dat uitsluitend voor intern gebruik is en niet kan  worden gedeeld. Het persbericht van Biohorma spreekt van het aantal hooikoortspatienten in het knmi, maar het KNMI zegt geen hooikoortscijfers te hebben allergische reactie op grassen en pollen. en stuifmeel die typisch voorkomt in de lente en vroege zomer. Moet de reactie moet worden onderscheiden van op hooikoorts lijkende klachten die het hele jaar door voorkomen: dan spreekt men niet van hooikoorts. Continue morbiditeitsregistratie bieden echter weer geen uitsluitsel over prevalentie onder de gehele bevolking omdat lang niet iedereen de huisarts bezoekt vanwege hooikoortsklachten De bronnen waar kleenex zich op zegt te baseren; zijn niet controleerbar dat er een verdubbeling in de laatste - jaar zal hebben plaatsgevonden is echter onwaarschijnlijk.","T49-224001065.txt","gt","P856","T49",52,65,8
24,"een op de vijf mensen heeft hooikoorts en dat aantal stijgt dramatisch Hooikoorts bereikt hoogtepunt next-checkk zoekt uit of dit klopt de bewering is ongefundeerd de hooikoorts pasienten zijn misschien wel verdubbeld in de afgelopen - jr Het aantal mensen met hooikoorts is lastig te schatten. Doktersbezoek ik niet nodig. het is zonder resept te krijgen. He tis een seisoens gebonden allergie op grassen, bollen en op stuifmeel. Typisch in de lente of de zomer. Als de klachten heel het jaar voorkomen heet het 'hyperactive Ehinitis' Dat is allergie voor huisstofmijt ,% heeft ademhalingsallergie, maar hoeveel daarin nooit rookt is niet berekent. In nederland verandert de continue mordditeitsregistratie (CMR) huisartsen gevallen voor hooikoorts.","T49-224001066.txt","gt","P857","T49",52,66,5
25,"HOOIKOORTS ��n op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch is de bewering van Kleenes. Kleenex beweerd echter dat het totaal niet klopt. Volgens een woordvoerder van kleenex zijn de uitspraken gebaseerd op eigen onderzoek. De gegevens zijn voor intern gebruik en kan niet worden gedeeld. De patienten verschillen per jaar en is dus lastif om een schatting te maken. Finland bron: De world Allergy Organisation zegt dat in  inderdaad / deel hooikoorts had maar dat kan in Holland heel anders zijn volgens de bron. De bronnen waar Kleenex zich op basseerd, zijn niet controleerbaar  waren  op  vrouwen en , op  mannen hooikoorts bevonden Door de huisarts in  nam dat toe tot , en ,. Dat kan er op wijzen dat het inderdaad toeneemt","T49-224001068.txt","gt","P858","T49",52,68,6
26,"Een op de vijf mensen heeft last van hooikoorts en dat het aantal stijgt drastisch volgens dagblad 'spits'. Next.checkt beoordeel deze bewering als ongefundeert. Het zou ove reen onderzoek gaan waar uikwam dat het aantal patienten met  tot  procent zou stijgen. De bewering van Kleenex is tweeledig. Ten eerste: ��n op de vijf Nederlanders heeft last van hooikoorts. En ten tweede het groeit w�l drastisch. De medische term voor hooikoorts is seizoensgebonden allergische rhinitis. Het komt typisch voor in de lente en begin zomer. Het nationaal kompas volksgezondheid van het RIVM schat op basis van onderzoek dat een derde van de bevolking neusallergie heeft. Die schatting bied geen uitsluitsel.","T49-224001069.txt","gt","P859","T49",52,69,2
27,"""E�n op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch"". Beweerde Kleenex. Ze beweerde ook dat het aantal de laatste - jaar is verdubbeld. Volgens next check klopt dit niet. Ze hebben bronnen van EAACI allergie-site.nl en knmi gebruikt die niet klopte of neit eens bestonden meld next.check. De klachten zijn gezoensgebonden en vari�ren per jaar, het is dus lastig een schatting te maken. In Finland bleek  procent hooikoorts te hebben maar dat kn in Nederland anders wezen. Ook bezoekt niet iedereen met klachten de huisarts dus kan van die cijfers niet bepaald worden. De bronnen zichop zegt te baseren, zijn niet controleerbaar. Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts. Op grond van al deze gegevens beoordeelt next.check de uitspraak als ongefundeerd","T49-224001070.txt","gt","P860","T49",52,70,10
28,"Hooikoorts	 E�n vande vijf mensen heeft hooikoorts De laatste - jaar is er zelfs een verdubbeling. De redactie van 'nexcheckt' gaat controleren of dit klopt. Nee 'next checkt' beoordeelt de bewering als ongefundeerd. Ze hebben dit onoderzoek zelf uitgevoerd en waar ze hun informatie beweren vandaan te halen houd al hun informatie intern en dat wordt absoluut niet gedeeld. Gezondheidsnet.nl beweert dat het % hooikoorts heeft maar de bron bestaat niet langer en de eigenaar zegt dit getal niet te herkennen. Respiratory medicine heeft geplubliceerd dat ,% ademhalingsproblemen heeft maar niet bekend is welk deel daarvan hooikoorts is","T49-224001071.txt","gt","P861","T49",52,71,7
29,"Tomas Rueb   op de  mensen heeft last van hooikoorts en dat aantal groeit drastisch waarschuwde een begeleidende tekst. Men spreekt zelfs van verdubbeling in de laatste - jaar. De redactie van next checkt zoekt het uit klopt dit. nee next checkt beoordeelt de bewering als ongefundeerd. Het blijkt bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts niemand houd de aantallen bij want de klachten zijn seizoensgebonden en varieren per jaar. Dokter bezoek is vaak n iet nodig en medicijnen zijn zonde recept verkrijgbaar! Vanaf het jaar  neemt de groei v/h aantal bij de huisarts geregistreerde gevallen af de CMR heeft geen recentere data beschikbaar dan over : voor nederland zijn er geen aantallen cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van Kleenex is niet Richtelijk gemaakt op grond van al deze gegevens beoordeel next checkt de uitspraak als ongefundeert.","T49-224001073.txt","gt","P862","T49",52,73,11
30,"Next.checkt oordeelt over de Bewering van Kleenex dat deze ongefundeerd is. her RIVM schat dat eenderde van de nederlandse Bevolking last heeft van een neus allergie. hierbij is alleen geen onderscheid gemaakt tussen hooikoorts en andere vormen De WGO heeft in een onderzoek ook gekekekn Nederland: ,% heeft een 'ademhalingsallergie'. Welk aandeel hooikoorts daarin had is niet gekekekn. enzo worden er nog meer voorbeelden genoemd waarin niet specifiek naar hooikoorts is gekeken.","T49-224001074.txt","gt","P863","T49",52,74,2
31,"Gratis dagblad Spits heeft onlangs gezegd dat een op de  mensen hooikoorts heeft. Dit is gebaseerd op eigen onderzoek. Next.checkt vind het oordeel ongefundeerd. Zo hebben ze samengewerkt met een universiteit maar willen ze de informatie niet delen van het onderzoek. Ook de cijfers die ze hebben gebruikt van de alergiesite.nl zijn niet herkent. De klachten varieren per jaar en het is moeilijk om een schatting et maken met mensen met hooikoorts wanneer er preceis spraken van hooikoorts is is ook niet duidelijk. RIVM schat dat / nederlanders last heeft van een neusallergie, dit is maar een schatting en er vallen nog meer dingen onder neusallergie dan hooikoorts. Eer kan wel worden gekeken naar het aantal diagnoses va hooikoorts. Dat hooikoorts is toegenomen is onzin, het neemt juist af. Er is dus van alles mis met het artikel van de Spits.","T49-224001075.txt","gt","P864","T49",52,75,9
32,"Volgens Kleenes zijn de uitspraken van eigen onderzoek. Voor de Nederlandse zijn er  bronnen geraadpleegd; een uit  en van een homeopatische fabriek. Als brond word ook allergie-site.nl genoemd, maar die bestaat niet meer. Ook is er volgens een woordvoeder een bron van het KNMI, maar deze zegt geen cijfers te hebben niemand houdt aantallen bij. de klachten zijn seizoensgebonden en varieren. Doktersbezoek is niet nodig en meidcijnen van drogist. Het RIVM schat dat / last heeft van een neusallergie, maar daar is geen onderscheidt van hooikoorts. In Nederland verzamelt CMR door huisartsen gediagnosticeerde gevallen, maar niet idereen met hooikoorts bezoekt de huisarts. De bronnen waar Kleenex zich zeft op te baseren, zijn niet controleerbaar. Er is een onderzoek wat aantoont dat het aantal stijgt, maar verdubbeling is onwaarschijnlijk.","T49-224001076.txt","gt","P865","T49",52,76,11
33,"Hooikoorts  Een op de vijf mensen heeft last van hooikoorts zomeld Kleenex NRC is het hier echter niet mee eens en vind de bewering ""ongefunderd"" Kleenex heeft wel bewijs namelijk: De University of Worcester heeft dit onderzocht. Kleenex heeft buite dit feit ook nog een feit te melden dat het aantal wel in - jaar verdubbeld. Maar wanneer is er nou eigenlijk sprake van hooikoorts wel als volgt, hooikoorts is een reactie op: gras, pollen en stuifmeel Ook CMR heeft iets schokkends gerapporteerd in  waren er , meldingen (, op de ) in  gemiddeld  op de  daarom is dit een heftig probleem","T49-224001077.txt","gt","P866","T49",52,77,2
34,"niemand houdt de aantallen bij want de klachten zijn seizoensgebonden en vari�ren per jaar, doktersbezoeken zijn vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar. Het Nationaal Kompas Volksgezondheid van het RIVM schatte op vasis van bevolkingsonderzoek dat eenderde van de Nederlandse bevolking last heeft van een neusallergie, maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen. Die schatting biedt dus geen uitsluitsel. De world Allergy Organiszation heeft in  een schatting gepubliceerd voor Finland waar hooikoorts inderdaad bij  procent van de bevolking zou voorkomen, maar dat kan in Nederland best anders zijn. In een internatiaal onderzoek in  werk ook gekeken naar Nederland: , procent heeft een 'ademhalingsallergie', maar welk aandeel hooikoorts daarin had is niet apart bekeken. Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts. Op grond van al deze gegevens beoordeelt 'next.checkt' de uitspraak als ongefundeerd","T49-236000046.txt","gt","P741","T49",24,46,6
35,"de zakdoekjesproducent Kleenex heeft beweert dat  op de  mensen in nederland hooikoorts heeft Volgens ons is die uitspraak ongefundeerd, want op grond van een aantal gegevens beoordelen wij dit fout. in een artikel stond dat er een stiging hooikoortspapiernten is geconstateerd. Dat zou de knmi hebben geconstateerd, maar de knmi zegt de cijfers niet te kennen. Ook de EAACI zegt ook niet te weten dat  op de  mensen hooikoorts maar het blijkt ook dat nederland geen duidelijke cijfers heeft over het aantal hooikoortspatienten. Volgens het RIUM heeft ruim  op de  mensen in nederland last van hooikoorts maar daar wordt geen onderscheid gemaakt tussen hooikoorts en anderen vormen. Op deze argumenten bazeren wij dat het onderzoek van kleenex niet inzichtelijk is gemaakt er dus ongefugeerd is","T49-236000050.txt","gt","P742","T49",24,50,7
36," van de  mensen hebben hooikoorts en het groeit heel snel. Van de laatst / jaar tot nu is het aantal wel verdubbeld. Per jaar stijgt hooitkoorts ongeveer met  tot  procent. % van alle Nederlanders heeft last van hooikoorts en het worden er steeds meer en meer. Schatten is moeilijk, omdat niemand de aantallen bijhoudt. Omdat het per jaar vari�rd. Omdat je niet vaak naar de dokter hoef en de medicijnen zijn zonder recept verkrijgbaar. Wat is hooikoorts? Dan heb je allergie op grassen, pollen en stuifmeel.","T49-236000051.txt","gt","P743","T49",24,51,5
37,"Hooikoorts hoogtepunt  op de vijf mensen heeft last van hooikoorts het is de laatste - jaar verdubbelt er is sprake van hooikoorts wanneer je een allegische reactie krijgt op grassen of pollen en stuifmeel die typisch voorkomt op de vroege zomer ook hebben veel mensen last van neusallegi�n de laatste jaren word steeds meer gekeken of hooikoorts toeneemt op de site ww.gezondheidsnet.nl wordt net als in een advertentie dat % procent van alle nederlanders op dit moment last heeft van hooikoorts daaruit blijkt dat hooikoorts een groot probleem is. nederland is samen met een anddere landen in de europese uni bezig met onderzoeken.","T49-236000052.txt","gt","P744","T49",24,52,3
38,"Het onderzoek is ongefundeerd omdat de uitspraken zijn gebaseerd op eigen onderzoek en die is in samenwerking met university of worcester. Ook is gezegt dat de cijfers van EAACI zijn alleen dit is niet bevestigd door EAACI. Ook de uitspraak over  op de  kan niet worden bevestigd. het kan werkbaar zijn alleen er zijn geen echte bewijzen geleverd","T49-236000053.txt","gt","P745","T49",24,53,3
39,"Het onderzoek van Kleenex klopt niet. Dit is omdat de cijfers van Hooikoorts pati�nten niet na te trekken is.","T49-236000055.txt","gt","P746","T49",24,55,0
40,"Hooikoorts  op de  mensen heeft hooikoorts en dat aantal groeit drastisch. dit klopt niet volgens next checkt. Zij beweren dat dit allemaal uit eigen onderzoek komt. het blijk dat het aantal met  tot  procent stijgt per jaar. In een artikel van gezondsheidnet word dan ook aangegeven dat volgens % er last van heeft. De bewering van Kleenex is  delig. e: een op de  nederlanders hebben hooikoorts en ten e dat het aantal drastisch groeit maar het blijkt echter bijzonder lastig te zijn een schatting te maken, want het variert per jaar. In nederland verzamelt de Continue Morbiditeitsregistratie in Nijmegen sinds  door huisartsen gediagnosticeerde gevallen van hooikoorts naar dat er verdubbeling van hebben plaatsgevonden is niet waar","T49-236000056.txt","gt","P747","T49",24,56,7
41,"Hooikoorts E�n op de vijf mensen heeft last van hooikoorts. Kleenex heeft een aantal bronnen geraadpleegd: een artikel uit  van gezondheisnet.nl, in dit artikel wordt gezegd dat het groot groeiend probleem is. De bewering van Kleenex is tweeledig: ��n op de vijf Nederlanders heeft last van hooikoorts en te tweede: dat aantal groeit drastisch. Het is lastig om een schatting te maken van het aantal mensen met hooikoorts. De klachten zijn seizoensgebonden en vari�ren per jaar. Er is sprake van  hooikoorts als je een allergische reactie krijgt op grassen, pollen en stuifmeel. Er is ook sprake van neus allergie. het Nationaal Kompas Volksgezondheid schat dat on. eenderde van de Nederlandse bevolking hier last van heeft. Maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen. Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts. Op de grond van al deze gegevens beoordeelt 'next.checkt' de uitspraak als ongefundeerd.","T49-236000057.txt","gt","P748","T49",24,57,8
42,"Het aantal mensen met hooikoorts groeit de laatste - jaar drastisch Kleenex heeft samen met University of Worcester een onderzoek gedaan over de hooikoortsstijgingen Op gezondheidsnet wordt gezegt dat % van de Nederlanders hooikoorts heeft. Als brond wordt het AEAACI genoemd, maar hij zegt het cijfer niet te kennen. Biohorma spreekt van een stijfing van % tussen  en  van het aantal hooikoortspatienten. Het blijkt lastig om een schatting te maken van het aantal hooikoortspatienten Niemand houd dit precies bij want het is een seizoensgebonden klachten en het vari�erd per jaar. Wanneer is er sprake van hooikoorts? Iemand heeft hooikoorts wanneer hij of zij een allergische reactie heeft op grassen, pollen en stuifmeel. Het komt voor in de lente en vroege zomer. Wanneer iemand last heeft van neusallergie wordt er geenonderscheid gemaakt tussen hooikoorts en andere vormen % van de bevolking van Finland heeft hooikoorts.","T49-236000058.txt","gt","P749","T49",24,58,8
43,"Er klopt niks van de bewering van Kleenex wan tin alles wat ze zeggen, zeggen ze dat het zo is maar nergesn hebben ze een reden of idee voor hoe dit kan. Kleenex beweert dat ze dus ook allerlei onderzoeken hebben gepleegd en aan bedrijven of instanties te hebben gevraagd naar cijfers uit verschillende jaren maar de bedrijven hebben niet eens cijfers over hooikoortspatienten. Over dit is ook moeilijk om een goed onderzoek te houden want de medicijnen ervoor kan je zo kopen en vaak ga je hiervoor niet na een dokter toe. En waar ze cijfers van hebben gaat over neusallergieen en dat is niet specifiek hooikoorts. Als ze gaan kijken bij huisartsen neemt het vanaf  juist ook weer af dus zijn de klachten minder. Ook keken ze na de cijfers uit het buitenland en niet na het binnenland alleen. Dus niet juist informatie hebben ze.","T49-236000059.txt","gt","P750","T49",24,59,8
44,"E�n op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch. men spreekt zelfs van een verdubbeling in de laatste - jaar volgens een woordvoerder van Kleenex zijn de uitspraken gebaseerd op eigen onderzoek in samenwerking met de University of Wordcester dat uitsluitend voor intern gebruik is, en niet kan worden gedeeld. In het artikel van Gezondheidsnet.nl wordt, net als in de advertentie, gesteld dat  procent van de Nederlanders last heeft van hooikoorts en dat het een groot, groeiend probleem is. Het persbericht van Biohorma spreekt van een stijging van het aantal hooikoortspatienten in Nederland van  procent in  naar  procent in  Het blijkt echter bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts. Niemand houdt de aantallan bij, want de klachten zijn seizoensgebond en vari�ren per jaar Hooikoorts komt voor in de lenten en vroege zomer. Als iemand het hele kaar klaagt van hooikoorts, is het geen hooikoorts maar 'hypperreactieve rhinitis'. In  werd ook gekeken naar Nederland , procent heeft een ademhalingsallergie, maar wie hooikoorts had, is niet apart bekeken. Het is al met al niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen omdat niet lang iedereen de huisarts bezoekt vanwege hooikoortsklachten Wel kan worden gekeken of het aantal diagnoses van hooikoorts toeneemt. Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts.","T49-279450006.txt","gt","P751","T49",64,6,9
45,"""Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch' waarschuwde een begeleidende tekst. ""Men spreekt zelfs van een verdubbeling de laatste - jaar."" De redactie van 'next.checkt' zoekt het uit: klopt dit? Nee, next.checkt beoordeelt de bewering als ongefundeert In het artikel van Gezondheidsnet.nl wordt gesteld dat % van de Nederlanders last heeft van hooikoorts en dat het een groot groeiend probleem"" is. De bewering van Kleenex is tweeledig. Ten eerst: E�n op de  nederlanders heeft last van hooikoorts en ten Tweede: dat aantal groeit drastisch. De medische term voor hooikoorts is 'seizoensgebonde allergische rhinitis' een allergische reactie op grassen, pollen en stuifmeel. In  waren  op de  vrouwen en , op de  mannen door een huisarts gediagnosticeerd. In  waren dat er respctievelijk , en ,. Dat kan erop wijzen dat het aantal inderdaad toenam.","T49-279450007.txt","gt","P752","T49",64,7,2
46,"Een op de vijf mensen heeft hooikoorts en dat aantal stijgt het verdubbelde laatst - jaar Kleenex (onherkenbaar woord x) onderzoek met samen werking met. Uit onderzoek blijkt dat  tot % per jaar gaat stijgen ik denk dat Kleenex veel meer zakdoenen hebben maken","T49-279450010.txt","gt","P753","T49",64,10,1
47,"Kleenex heeft zomaar een argument als een feit getrokken. Je kan dit nooit echt onderzoeken want hooikoorts is zelf te bestrijden. Je kan zelf medcijnen halen zonder voorschrift van de dokter.","T49-279450011.txt","gt","P754","T49",64,11,1
48,"'Hooikoorts bereikt hoogtepunt' stond er in de Spits. Steeds meer mensen hebben last van hooikoorts.","T49-279450020.txt","gt","P755","T49",64,20,0
49,"De tegenargumenten zijn: Volgens de woordvoerder van kleenex zijn de uitspraken gebaseerd op eigen onderzoek. er wordt gezegt dat % van de Nederlanders hooikoorts heeft en de woordvoerder zegt het cijfer niet te herkennen. Ook is het moeilijk te schatten hoeveel mensen hooikoorts hebben. de schatting van RIVM is ook niet uitsluitend want alle allerhien worden bij elkaar geteld. en , procent had ademhalingsproblemen maar welk aandeel daarvan hooikoorts had was niet bekend. Sommige mensen met hooikoorts zijn ook nooit naar de huisarts geweest dus die staan ook niet gemeld het bezoek aan huisartsen neemt zelfs af","T49-279450021.txt","gt","P756","T49",64,21,7
50,"Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch. ""Men spreekt zelfs van een verdubbeling in de - jaar. Het zou om een Europees onderzoek gaan waaruit een stijging van het aantal hooikoortspatienten met  tot  procent per jaar zou blijken","T49-279450024.txt","gt","P757","T49",64,24,0
51,"Kleenex beweert dat hooikoorts zijn hoogtepunt heeft bereikt. Next checkt zoekt dit uit en beoordeeld de bewering als ongefundeerd De bewering van Kleenex is tweedeling. Maar het is moeilijk om een schatting te maken, want niemand houd de aantallen bij. in  werdt ook gekeken naar naar Nederland: ,% heeft een ademhalingsallergie, maar welk aandeel hooikoorts daarin had, is niet apart bekeken. Ook gaat lang niet iedereen meer naar de huisarts vanwege hooikoortsklachten","T49-279450025.txt","gt","P758","T49",64,25,6
52,"Volgens zakdoekjesproducent Kleenex heeft  op de  mensen last van hooikoorts en dat aantal groeit. De redactie van 'next.checkt' zoekt dit uit. Kleenex heeft deze uitspraken gebasseerd op eigen onderzoek in samenwerking met University of Worchester. Verder heeft Kleenex twee andere bronnen gebruikt: Biohorma en gezondheidsnet.nl. De bronnen van Kleenex zijn niet controleerbaar. Daardom beoordeelt 'next.checkt' de uitspraak als ongefundeerd.","T49-279450027.txt","gt","P759","T49",64,27,6
53,"Een op de vijf mensen heeft hooikoorts beweert het Kleenex Maar Dit is ongefundeerd. Dat betekent dat ze geen goede argumenten hebben. het aantal mensen met hooikoort stijgt nog steeds drastisch. Dat betekent dat het heel erg snel toeneemt. Biohorma maakt homapatische mediceinen. hooikoorts wordt ook wel hyperreactieve rhinits genoemd Dit is hetzelfde Als hooikoorts","T49-279840001.txt","gt","P760","T49",65,1,2
54,"er is geen onderscheid gemaakt tussen hooi koorts en andere vormen De schatting bied dus geen uitsluitsel met iedereen die hooikoorts heeft klaagt er ook over dus je kan niet wetten hoeveel mensen in nederland Hooikoorts hebben. het kan zijn dat 't aantal is toegenomen, maar de het verdubbeld is. kan niet met zekerheid gezegd worden.","T49-279840002.txt","gt","P761","T49",65,2,3
55,"Hooikoorts bereikt hoogtepunt. een op de  mensen heeft last van hooikoorts en dat aantal groeit drastisch. hooikoots is seizoensgebonden. Er kunnen verschillende allergische reacties optreden. Een allergische reactie op grassen, pollen en stuifmeel komt alleen voor in de lente en vroege zomer. een derde van de bevolking heeft last van een neus allergie, maar daar word geen onderscheid in gemaakt tussen hooikoorts en andere vormen. ,% heeft een ademhalingsallergie maar ook daar is niet apart bekeken of het iets te maken heeft met hooikoorts. Wel word er gekeken of het aantal diagnoses toeneemt van hooikoorts","T49-279840003.txt","gt","P762","T49",65,3,4
56,"Het oordeel 'ongefundeerd' van next.checkt wordt gerechtvaardigd. Dit oordeel komt doordat het onderzoek op een eigen onderzoek' dat uitsluitend voor intern gebruik' is zegt de woordvoerder van Kleenax. Het aantal mensen dat last heeft van hooikoorts groeit drastisch en het is lastig om een schatting te maken. Niemand houdt de aantallen bij, wan td eklachten zijn seizoensgebonen en vari�ren per jaar.","T49-279840005.txt","gt","P763","T49",65,5,7
57,"Hooikoorts patienten is verdubbeld in de afgelopen - jaar. Een Europees onderzoek laat zien dat per jaar een groei van - procent van de Nederlanders hooikoorts krijgt. Hooikoorts is een groot probleem in Nederland, want  procent van de Nederlanders lijdt er al aan. Hooikoorts heb je meestal maar in ��n seizoen. Als da tneit het geval is, spreek je van hyperreactieve rhinitis. De uitspraak van de verdubbeling van aantal hooikoorts patienten in de afgelopen - jaar, wordt door de 'next.checkt' als 'ongefundeerd' verklaard.","T49-279840006.txt","gt","P764","T49",65,6,2
58,"Volgens de woordvoerder van Kleenex zijn de uitspraken gebaseerd op eigen onderzoek, in samenwerking met de University of Worchester,  dat ,,uitsluitend voor intern gebruik is"" en niet kan worden gedeeld. Voor de Nederlandse cijfers heeft kleenex ook een tweetal andere bronnen geraadpleegt. een artikel uit  van Gezondheidsnet.nl en een persbericht van Biohorma, Fabrikant van homeopatische geneemiddelen.","T49-279840007.txt","gt","P765","T49",65,7,6
59,"Het gaat erover hoeveel klachten erover hooikoorts komen, het varieerd per jaar hooikoorts is een allergie ineen bepaald seizoen meestal lente als alles weer in bloei is. / van de Nederlanders heeft last van een allergie volgens het RIVM last van een neus allergie hoeveel hooikoorts patienten er zijn zullen we nooit precies weten omdat niet iedereen naar de dokter gaat","T49-279840008.txt","gt","P766","T49",65,8,3
60,"next.chat vind het niet waar wat de spits zecht over hooi koorts omdat ze argumenten hebben. want mintins de helft van de hooikoorts patienten hebben geen hooikoorts maar een neus allergie zegt het Nationaal Kompas Volks gezondheid. vroeger hadden veel minder mensen last van hooikoorts dus dat kan erop wijzen dat het aantal hooi koortsige mensen zijn toegenomen maar een verdubbeling is te dramatisch dus heeft de spits geen gelijk","T49-279840009.txt","gt","P767","T49",65,9,1
61,"het bewijs dat  op de  mensen hooikoorts heeft is nooit goed beweren uit elk onderzoek kwam wel wat anders en zoiets kan ook meteen weer veranderen de bewering van kleenex is dus feitelijk niet waar.","T49-279840010.txt","gt","P768","T49",65,10,0
62,"De onderzoeken die naar hooikoorts zijn gedaan, zijn gebaseerd op eigen onderzoek 'en kan dus niet worden gecontroleerd' Verder word er gezegt dat ze de cijfers van een woordvoerder van het KNMI, maar zelf zeggen ze dat ze hiervan geen cijfers hebben. In  waren  op de  vrouwen en , op de  mannen door een huisarts met hooikoorts gediagnosticeerd. In  waren dat er respectievelijk , en ,. Dat kan erop wijzen dat het aantal mensen in Nederland met hooikoorts de afgelopen jaren inderdaad toenam. Dat er ,,een verdubbeling in de laatste - jaar"" zou hebben plaatsgevonden is echter onwaarschijnlijk.","T49-279840011.txt","gt","P769","T49",65,11,7
63,"E�n op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch. Gisteren stond op de voorpagina in Spits dat e�n op de vijf mensen last heeft van hooikoorts en dat dat erg stijgt. Next check onderzocht dit en het bleek niet waar te zijn. Volgens de woordvoeder heeft spits dit zelf uitgezocht met hulpt en mag dit niet gedeeld worden. Het is eigenlijk niet goed vast te stellen hoeveel mensen hier last van hebben aangezien de medicijnen gewoon in de apotheek te krijgen zijn. Wel kan worden gekeken of het aantal diagnoses van hooikoorts toeneemt En als u daar naar kijkt zou je inderdaad kunnen zeggen dat het is toegnomen maar dit was in - door dit onderzoek concludeerd next check dat de uitspraak ongefundeerd was.","T49-279840012.txt","gt","P770","T49",65,12,5
