"","text","schooltype","T3F_54","id"
"688","Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch volgens kleenex zijn de uitspraken gebaseerd op eigen onderzoek samen met University of Worcester het artikel van gezondheidsnetnlword gestels dat de Nederlanders last heeft van hooikoorts van in naar in niemand houd de aantallen bij want de klachten zijn seizoensgebonden het is al met al niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen de uitspraak één op de vijf klopt hoewel die niet per definitie onwaarschijnlijk hoeft te zijn Dat er een verdubbeling in de laatste jaar zou zijn is echter onwaarschijnlijk Vanaf neemt de groei van het aantal geregisreerde gevallen af","gt",9,688
"689","Volgens redactie next checktklopt de uitspraak van Kleenex niet dat één op de vijf mensen last hooikoorts heeft Kleenex zou bronnen hebben gebruikt die niet meer op de feiten wijzen Ook zegt het KNMI geen cijfers te hebben uitgegeven aan personen Ook komt Next checkt met vele bronnen dat het anders in zijn werking De bewering van Kleenex is tweeledig en dus de vraag om de echte problemen die er zijn aan t licht te werpen Bepaalde cijfers die Kleenex heeft zijn niet feitelijk beoordeeld en zo kan er geen duidelijke schets door Kleenex worden gemaakt Next Checkt heeft goed op getreden tegen deze uitspraken van Kleenex Het artikel met de beweringen is dus vanaf nu rechtvaardigd En het geplaatste titel is ongefundeerd verklaard door de redactie van next checkt OA enzovoort","gt",2,689
"690","Eén op de mensen heeft hooikoorts als bron worden de EAACI en een allergie site genoemd de laatste bestaat al niet meer en EAACI zegt het cijfer niet te herkennen Ook het onderoek van de KNMI wordt door het KNMI niet herkend Niemand houd de aantallen bij de allergie is seizoensgebonden en de medicijnen zijn zonder doktersrecept verkrijgbaar En bij de onderzoeken van de overheid heef last van neusallergie maar hier wordt geen onderscheid gemaakt tussen verschillende vormen","gt",9,690
"691","Hooikoorts bereikt hoogtepunt stond gister op de voorpagina van Spits Men spreekt zelfs van een verdubbeling in de laatste jaar Next check beoordeelt de bewering als ongefundeerd Volgens de woordvoerder van kleenex zijn de uitspraken gebaseerd op eigen onderzoek Het blijkt echter bijzonder lastig te zijn om een schatting te maken van het aantal mensen met hooikoorts De medische term is rhinitis een alergische reactie op grassen pollen stuifmeel die voorkomt in de lente of vroege zomer Wel kan worden gekeken of het aantal diagnoses van hooikoorts toeneemt In waren op de vrouwen en de mannen door een huisarts met hooikoorts gediagnosteerd In waren er respectievelijk en Het heeft dus inderdaad toegenomen ","gt",7,691
"692","Eén op de vijf mensen heeft hooikoorts En dat aantal stijgt drastisch Er zijn een aantal redenen waarom dit niet kan kloppen Ten eerste zegt Kleenex dat het aantal stijgt maar ze ze zeggen geen hooikoorts cijfers gehad Het komt uit een eigen onderzoek dus is het geen feit Ten tweede is het zeer lastig deze cijfers te krijgen Ook kan deze hooikoorts vergist worden met allerie voor huisstofmijd Deze cijfers zijn ook niet precies omdat niet iedereen de huisarts bezoekt Sommige cijfers blijken zelfs dat het aantal daalt maar zekerheid is niet bekend","gt",7,692
"693","Next checkt Eén op de vijf mensen heeft hooikoorts De stijging van het aantal hooikoortpatiënte stijgt met tot procent per jaar Ongeveer procent van de Nederlanders heeft hooikoorts Het aantal groeit dramatisch Het is een allergische reactie op grassen pollen en stuifmeel Het is al met al niet mogelijk om de prevelantie van hooikoorts in NL te bepalen Wel kan worden beken of het aantal diagnoses van hooikoorts toeneemt Op grond van al deze gegevens beordeelt nextcheckt de uitspraakt als ongefundeerd","gt",4,693
"694","Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch De bewering van Kleenex is ongefundeerd omdat de uitspraken zijn gebaseerd op eigen onderzoek in samenwerking met de University of Worcester Ook heeft Kleenex twee andere bronnen geraadpleegt een artikel van Gezondheidsnetnl en een persbericht van Biohorma Het Nationaal Kompas Volks gezondheid heeft een schatting die geen uitstel bied de CMR bied ook geen uitstel omdat niet iedereen de huisarts bezoek vanwege hooikoortsklachten De bronnen waar Kleenex zich op basseren zijn niet controleerbaar","gt",7,694
"695","hooikoorts bereikt hoogtepuntdit zij zakdoekjesproducent kleenex Maar nextcheckt oordeeld daar anders over zij vinden zijn oordeel ongefundeerd omdat ten eerste je heel moeilijk kan aangeven of iemand hooikoorts heeft dat verschilt per seizoen maar ook van jaar plus als je het het hele jaar door heb heb je een huismijt allergie In had op de vrouwen hooikorts en had op de honderd mannen er last van In was it voor vrouwen en voor mannen dat kan er op wijzen dat het aantal drastis toeneemd maar na zijn er geen grootschalige meetingen gedaan en volgens de data cijvers van de huisartsen daalt het aantal nu juist En er is beweezen dat eenderde van de bevolking last heeft van een neusalergie maar daarbij woord geen onderscheid gemaakt tussen hooikoorts en andere vormen","gt",9,695
"696"," hooikoorts De uitspraken zijn gebaseerd op eigen onderzoek van de andere bronnen zegt ook dat van de Nederlanders hooikoorts heeft en het een groeiend probleem is Ook Biohorma spreekt van een stijging van in jaar Ook hebben Nederlanders last van ademalergie en een nog veel bekender wat hooikoorts onherkenbaar woord is Het blijkt dus best gefundeerd te zijn","gt",2,696
"697","Next chekt Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch De bewering van Kleenex is dat één op de vijf mensen last hebben van hooikoorts en dat aantal groeit drastisch Nextcheckt vindt de bewering van Kleenex ongefundeerd De woordvoerder van Kleenex zegt dat de uitspraken gebaseerd zijn op eigen onderzoekin samenwerking met de University of Worcester De redactie van Kleenex zegt dat het wel ergens op slaat want het is een Europees onderzoek","gt",2,697
"698","Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch Volgens de zakdoekjes producent Kleenex en andere bronnen neemt het aantal hooikoorts toe Ze hebben daar onderzoek naar gedaan en andere onderzoeken erbij genomen De onderzoeken waren wereldwijd maar ook voor elk land apart Volgens nextcheckt is dit niet waar Volgens hun zijn alle argumenten en feiten die er toe wijnen dat het wel zo is ongefundeerd dus geen goede argumenten en feiten hebben","gt",1,698
"699","En op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch Op de voorpagina van het dagblad Spits waarschuwde ze dat één op de vijf mensen hooikoorts heeft en dat dat drastisch stijgt Maar of dat klopt dat is niet zeker De bronnen waar ze het vandaan hebben komen uit tests van voorgaande jaren Ze kunnen het niet precies meten omdat mensen er in verschillende seizoenen door verschillende pollen last van krijgen maar het klopt ongeveer wel dat één op de vijf mensen er last van hebben Maar de reclame van Kleenex in de krant is oncontroleerbaar","gt",4,699
"700","Hooikoorts Eén op de vijf mensen heeft last van hooikoorts Deze uitspraak is gebasseert op eigen onderzoek Er word op internet en in artikels duidelijk gemaakt dat procent last van hooikoorts heeft en dat het een groeiend probleem is Doordat het groeit en al zon groot deel van de bevolking is zijn medicijnen zonder recept verkrijgbaar Uit andere onderzoeken is gebleken dat een ademhalingsalergie heeft maar dat het niet allemaal hooikoorts is De cijfers van kleenex zijn niet controleerbaar Deze uitspraken zijn dus ongefundeert","gt",2,700
"701","Next checkt een op de vijf mensen heeft hooikoorts en dat groeit snel en op europese schaal groeit het zon tot per jaar In was de stijging en de meting in was De bewering van kleenex kan niet worden bewezen Hooikoorts heet officeel seizoengebonden allergische rhinitis een op de drie Nederlanders last hebben van een neusallergie de factoren zijn sterk gegroeid eerst was het op voor vrouwen en op voor de mannen en nu is het en ","gt",3,701
"702","Hij heeft geen goede argumenten voor zijn mening dus dat moet hij eerst maar is gaan bedenken anders wint hij de zaak nooit en dat zal natuurlijk flink balen zijn","gt",0,702
"703"," op de vijf mensen heeft hooikoorts een hoogtepunt Dat stond in de spits Volgens kleenex is het gebaseerd op eigen onderzoen Het zou om een europees onderzoek gaan waar de stijging van hooikoorts patienten tot is De world allergy organisation heeft in een schatting gepubliceerd Er is geen onherkenbaar woord cijfers onherkenbaar woord op grond van al deze gegevens beoordeelt next de uitspraak as ongefundeert","gt",2,703
"704","Hooikoorts in niet fijn","gt",0,704
"705","Volgens de woordvoerder van Kleenex zijn de uitspraken gebaseerd op eigen onderzoek","gt",1,705
"706","Er kan worden gekeken of het aantal diagnoses van hooikoorts toeneemt De CMR rapporteert een stijging van het aantal gediagnocieerde hooikoorts gevallen over de periode In waren op de vvrouwen en op de mannen door een huisarts met hooikoorts gedigessiceerd In waren dat er respectievelijk en ","gt",1,706
"707","Ze denken dat het onderzoek niet serieus is geweest en dus niet klopt De stijging is te hoog voor Europa Je kan niet precies zeggen hoeveel mensen hooikoorts hebben het verschilt per jaar Het kan wel toenemen maar controleren kan men het niet De verdubbeling is onwaarschijnlijk Het is bij dokters afgenomen in Er zijn geen actuele cijfers beschikbaar","gt",5,707
"708","De zakdoekjesproducent Kleenexzegt dat de hooikoorts drastisch stijgt NextCheckt zegt dat dat absoluut niet waar is Het lijkt mij lastig om de mensen te tellen met hooikoorts Ze hebben misschien wel onderzoek gedaan maar misschien zijn er wel mensen babys bijgekomen waarvan zij het niet weten dat kan ook nog Hooikoorts had ook niet te maken met een ademhalingsallergie Dat is wel uit de test gekomen dus ze zijn het niet met elkaar eens en moeten het zo maar zien te doen","gt",2,708
"709","Medicijnen tegen hooikoorts zouden vaker gegeven moeten worden Zo voorkom je ook dat er steeds meer mensen last van hooikoorts gaan krijgen Het blijft ook zo dat nooit iedereen last van hooikoorts zal krijgen de meeste mensen blijven gewoon gezond","gt",0,709
"710","één op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch de bewering van Kleenex is ongefundeerd omdat ze vinden dat er iets tegen moet worden gedaan want de medicijnen die de meeste huisartsen opgeven helpen niet Ze vinden dus dat ze een gepaste medicijn moeten uitvinden die zowel snel als goed functioneerd en die mensen die er last van hebben en ook geen last meer van krijgen","gt",0,710
"711","Het RIVM schat dat ong van de Nederlandse bevolking last heeft van een neusallergie maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen er is dus geen sprake van specifieke hooikoorts In Finland zou ong van de bevolking last hebben van hooikoorts aangezien het klimaat daar verschillend is met dat van Nederland kan je dat niet vergelijken Omdat er ook een groot deel is van de bevolking niet naar de huisarts gaat kan je al geen landelijke cijfers schatten","gt",3,711
"712","hooikoorts bereikt hoogtepunt maar is dat ook zo nextcheckt zegt nee Wij denken dat het uit eigen onderzoek is gekomen En daarom konden de cijfers nooit goed zijn ook blijkt er sinds geen duidelijk overzicht meer te zijn dus de bewering is ongefundeerd","gt",4,712
"713","Als het getet wordt door een persoonlijk lab moet dat niet geheim blijven Als er geen bewijs is kan je niet zomaar conclusies trekken Dus ja het is ongefundeerd","gt",2,713
"714","kleenex beweert dat op de mensen last hebben van hooikoorts en dat aantal stijgt drastisch het nrc next vind die bewering ongefundeerd Zij vinden dat dit geen goed onderzoek is en zijn het hier dus niet mee eens","gt",3,714
"715","Dit onderzoek is uitgevoerd is uitgevoerd Bij een kleine groep mensen en het resultaat komt deels uit het verleden Doordat het onderzoek zo is uitgevoerd klopt er niks van Kleenex had beweringen connecties te hebben met een aantal particuliere bedrijven maar deze connecties zwegen echter","gt",3,715
"716","het onderzoek van kleenex is op basis van eigen onderzoek dat alleen voor intern gebruik is en niet kan worden gedeeld ook hebben ze twee aantal bronnen gebruikt de bewering is ook tweedelig ze kunnen niet echt een schatting maken omdat het verschilt per seizoen wel kunnen ze de diagnoses vast stellen","gt",6,716
"717","Volgens nextcheckt is het ongefundeerd dat hooi koort de laatste jaar is verdubbeld Een woordvoerder van kleenex zegt dat zijn uitspraken gebaseerd zijn op eigen onderzoek Volgens de bron van het KNMI zegt dat hooi koorts van tm met is gestegen op de Nederlanders heeft hooi koorts Hooi koorts is eigenlijk een seizoens gebonden rhinitis Het Kompas komt met dat cijfers dat de Nederlanders een neus allergie heeft het CMR zegt dat een verdubbeling in de laatste jaar onwaarschijnlijk is Bij huisarten neemt van de groei van het aantal huisartsen geregistreerde juist af","gt",4,717
"718","De bewering van Kleenex klopt niet want het blijkt bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts Ook op basis van een bevolkingsonderzoek blijkt dat eenderde van de Nederlandse bevolking last heeft van een neusallergie maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen Die schatting is dus een uitsluitselOok werd bekend dat zij procent een ademhalingsallergie heeft maar welk aandeel hooikoorts daarin had is niet apart bekeken","gt",4,718
"719","Hooikoorts bereikt een hoogtepunt volgens Kleenex in een paginagrote advertentie Volgens nextcheckt kloptdit niet Kleenex zegt dat ze het hebben onderzocht en zegt dat ze twee bronnen hebben gebruikt Gezondheidsnetnl zegt dat op de Hooikoorts hebben en het van de KNMI hebben geen cijfers Niemand let erop want het variert per zeizoen Weer een andere bron zegt dat eenderde van de Nederlanders hooikoorts hebben maar geen onderscheidt maakten tusen andere vormen Het CMR zegt dat op de kon kloppen maar niet waar hoeft te zijnm het is niet controleerbaar Mannen kunnen het over het algemeen meer krijgen dan vrouwen Op grond van deze beweringen hoeft het niet te kloppen","gt",5,719
"720","De bronnen die Kleenex gaf zijn niet controleerbaar Het gaat om een Europees cijfer en niet het Nederlandse cijfer Een bron die Kleenex geeft zijn Gezondheidsnetnl en die geeft als bbronnen EAACI en Allergiesitenl Maar EAACI ken het aantal dat gegeven is van de hooikoorts niet Ook gaf kleenex bron Bioharma aan en die als bron KNMI maar die kennen het cijfer ook niet De meeste mensen lijden ook niet echt aan hoooikoorts maar hyperreactieve rhinitis","gt",6,720
"721","een op de mensen hebben last van hooikoorts het stijgen van hooikoorts patienten in Nederland is van in naar in een op de vijf nederlandse patienten hebben hooikoorts maar dat kop niet want niet iedereen gaat nog naar de huisarts voor hooikoorts de bronnen zijn niet controleerbaar Wel kan worden gekeken of het aantal diagnoses toeneemt en dat onherkenbaar woord daar toe het onderzoek is niet op al de gegevens beoordeeld de uitspraak is ongefudeerd","gt",1,721
"722","De bewering van kleenes is ongefundeerd zei de redactie nextcheckt Kleenix heeft Nederlandse cijfers gehaald uit een tweetal bronnen een artikel uit van Gezondheidsnetnl en een persbericht van Bioharma fabrikant van homeopathische geneesmiddel Maar bij de bron Gezondheidsnetnl zijn er geen goede bronnen in genoemd Het is ook onwaarschijnlijk der er een verdubbeling is in de laatste jaar Vanaf het jaar neemt de groei van het aantal bij de huisarts geregistreerde gevallen af De CMR Continue Morbiditeitsregistratie heeft geen recentere data beschikbaar over En voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen die hooikoorts hebben Op grond van de gegevens beoordeelt nextcheckt de uitspraak als ongefundeerd","gt",4,722
"723","Allergiesitenl bestaat niet langer Woordvoerder van het EAACI zegt het cijfer niet te herkennen De bron was van KNMI zegt een woordvoerder maar KNMI zegt geen hooikoortscijfers te hebben Het is lastig om een schatting maken met mensen die hooikoorts hebben Nederland heeft een ademhalingsallergie maar welk aandeel hooikoorts daar in had is niet apart bekeken De bronnen waar Kleenex zich op zegt te baseren zijn niet controleerbaar Dat er een verdubbeling in de laatste jaar zou hebben plaats gevonden is echter onwaarschijnlijk Op grond van al dezze gegevens beoordeelt nextcheckt als ongefundeerd","gt",8,723
"724","Hier een paar tegenargumenten voor de Bewering van Kleenex Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch Het is lastig om te zeggen dat op de mensen hooikoorts heeft want niemand houdt de aantallen bij en vaak horen de klachten bij het seizoen Mensen gaan ook niet naar de dokter omdat de medicijnen vaak zonder op recept verkrijgbaar zijn Vanaf neemt het aantal geregristreerde gevallen af en er is van de CMR geen informatie en beschikbare cijfers over De uitspraak is ongefundeerd","gt",7,724
"725","Volgens Kleenex groeit het aantal mensen met hooikoorts enorm op de mensen hebben hooikoorts en dat aantal groeit nog steeds Maar sommige onderzoeken beweren anders de een zegt dat het klopt terwijl de ander vindt van niet Je kan recepten voor hooikoorts krijgen van de dokter maar er zijn ook medicijnen zonder recepten te verkrijgen","gt",2,725
"726","Kleenex zegt dat op de mensen hooikoorts heeft nextcheckt beweerd dat het niet zo is Ook zeggen ze dat de stijging tot Ze raadpleegden ook gezondheidsnetnl en Biopharma het is een schatting want zonder recept kan je al medicijnen krijgen tot hooikoorts word ook last van huisstofmijd genoemt Het RIVM schat dat ongeveer van de bevolking last heeft van een neus allergie De World Allergy Organisation schatte inderdaad dat van de mensen in finland er last van hebben Nextcheck oordeeld de uitspraak van Kleenex ongefundeerd","gt",4,726
"727","er wordt gezegd dat hooikoorts in de laatste jaar verdubbeld is de redactie van nextcheckt heeft dat uitgezocht en is tot de conclussie gekomen dat de bewering ongefundeerd is Wanneer is er eigenlijk sprake van hooikoorts de medische term voor hooikoorts is seizoensgeboden allergische rhinitis een allergische reactie op grassen pollen en stuifmeel ongeveer eenderde van de bevolking in Nederland heeft hier last van Maar een verdubbeling in de laatste jaar is zeer onwaarschijnlijk","gt",1,727
"728","Het onderzoek is ongefundeerd bevonden doordat de site Allergoesitenl niet langer bestaat en het EAACI de cijfers neit kent En de bron KNMI houdt telt de hooikoorts gevallen niet En doordat medicijnen zonder recept zijn te verkrijgen kan je ze moeilijk tellen Een onderzoek door het CMR naar neusallergieen geen onderscheid maakt tussen ziekten Ook het aantal geregistreede huisarts gevallen zijn in afgenomen","gt",9,728
"729","Hooikoorts groeit er zijn steeds meer mensen besmet maar nextcheckt zegt dat het niet zo is maar het bleek uit eigen onderzoek te zijn Gezondheidsnetnl zegt dat van de mensen hooikoorts heeft en het steeds erger word het was in en in op de Nederlanders heeft hooikoorts","gt",2,729
"730","Nextcheckt zegt dat de bewering is ongefundeerd omdat ten e het heel moeilijk te schatten is omdat het per jaar weer variert en omdat heel veel mensen met hooikoorts niet naar de huisarts gaan dus ze kunnen vanuit de informatie die er is geen kloppende conclusie trekken","gt",4,730
"731","Zakdoekjes producent Kleenex zegt dat op de mensen in Nederland Hooikoorts hebben Mar ze kunnen het niet controleren Onderzoekers zeggen dat het in Finland van de bevolking maar het zou niet zo zijn in Nederland In Nederland zou het juist afnemen volgens huisartsen Mar de bewering van Kleenex is niet waar","gt",3,731
"732","Volgens Kleenex zijn de uitspraken gebaseerd op onderzoeken Hooikoorts is een groot groeiend probleem Er is een stijging van het aantal hooikoorts patienten Dokterbezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar Dat gelt hetzelfde voor neusallergie En daarnaast bezoeken sowieso niet veel mensen hun huisarts wegens neusallergie en hooikoorts","gt",4,732
"733","tegenargumenten kunnen er ook niks aan doen weet ik veel Moraal van het verhaal Hoe komen mensen aan hooikoorts en wat kan je er tegen doen Hoe is het te voorkomen Er zijn duidelijke gegevens hoeveel mensen het krijgen en goede duidelijke percentages","gt",0,733
"734","De bewering van Kleenex is ongefundeerd verklaard vanwege het feit dat er geen precieze cijfers zijn voor de hooikorst allergie Er zijn vaak klachten geweest alleen nooit vast gesteld of het hooikortswas Het groeien groeien van deze allergie is wel vast gesteld maar drastisch is het niet want in de periode van is het aantal van op vrouwen op geworden op de mannen op geworden Meer gegevens zijn er niet omdat niet iedereen geregistreed staat met de allergie hooikorts","gt",2,734
"735","Een op de vijf mensen heeft hooikorts en dat aantal groeit drastisch zegt Kleenex Nextcheck is het daar niet mee eens hooikorts is seizoensgebonden hooikoorts lijkende klachten die het hele jaar voorkomen is geen hooikoorts niet iedereen bezoekt de huisarts als ze ergens last van hebben niemans houdt de aantallen bij Er is dus geen logische verklaring voor de getallen van Kleenex","gt",5,735
"736","Nationaal volksgezondheid op basis van bevolkingsonderzoek Hooikoorts bereikt hoogtepunt Nederlandse bevolking Nijmegen sinds accurate cijfers ongefundeerd","gt",0,736
"737","De tegen argumenten op grond van het oordeel van nextcheckt Ze hebben de site allergiesitenl genoemd maar die bestaat niet meer","gt",2,737
"738","is gebaaseerd op eigen onderzoek en niet kan worden gedeeld","gt",2,738
"739","Volgens het europese onderzoek waaruit een stijgen van hooikoorts patienten van tot procent Een op de vijf nederlanders heeft last van hooikoorts","gt",0,739
"740","Je kan er niet zeker van zijn zoals er in de tekst stat de aantallen worden niet bijgehouden Dus kan je ook niet weten of er een drastische stijging is","gt",1,740
"741","is het waar DAt Hooikoorts steeds meer voorkomt er zijn onderzoeken geweest over hoevaak hooikoorts nu voorkomt Er wordt gezegt Dat procent last van hooikoorts Er is een stijging van in naar in JE kunt het lastig Tellen want het is seizoensgebonden Hooikoort is een allergische reactie op grassen Bollen en stuifmeel in finland Had indendaad van de Bevolking Hooikoorts in Nederland verzamelt de Continue Morbiditeitsregistratie sinds gevallen van Hooikoorts Wel kan het aantal diagnoses worden bijgehouden Vanaf het jaar neemt het aantal geregistreede gevallen af","gt",7,741
"742","Je kan nooit het preciese aantal weten doordat de klachten seizoensgebonden zijn en verschillen per jaar ook zijn er andere allergien die veel op hooikoorts lijken en daardoor verward raken ook gaat niet iedereen met hooikoorts naar de dokter en daardoor weet je nooit de juiste aantallen De bronnen van Kleenex zijn niet controleerbaar en er zijn geen accurate cijfers beschikbaar over het aantal mensen met hooikorts","gt",6,742
"743","De bewering van Kleenex in ongefundeerd omdat ten eerste het KNMI zegt dat zij geen hooikortscijfers hebben terwijl Kleenex hun als een van de bronnen benoemde Het wordt door niemand bevestigt dat in Nederland op de hooikoorts heeft er zijn wel schattingen Niet iedereen bezoekt de huisarts voor hooikoorts klachten dus je kan nooit een compleet beeld hebben van heel Nederland De bronnen van kleenex zijn niet controleerbaar dus ze kunnen niet bewijzen dat ze gelijk gelijk hebben Ten slotte zijn er cijfers dat sinds hooikoorts afneemt dus is het onwaarschijnlijk dat het nog kan gaan verdubbelen","gt",7,743
"744","De bewering van Kleenex klopt niet want ze gebruiken oude en niet langer meer bestaande bronnen En de cijfers van het EAACI zijn niet te herkennen zegt een woordvoerder van het EAACI Ook kun je cijfers van hooikoorts helemaal niet bijhouden want doktersbezoek is niet nodig en medicatie kun je gewoon halen Schattingen kunnen kloppen maar dat geld voor neusallergien in het algemeen en de schatting in Finland kan anders zijn dan in Nederland Dus kortom in NEderland zijn er geen actuele geldige cijfers beschikbaar","gt",8,744
"745","Het is namelijk onderzocht door het bedrijf en het universiteit maar niet door de regering en hebben we geen bewijs of deze onderzoek wel klopt","gt",0,745
"746","Kleenex kan geen harde feiten hebben over aantallen omdat het seizoensgebonden is en dus niet precies word bijgehouden Ook word er bij schattingen geen onderscheid gemaakt tussen een andere neusallergie hooikoorts Ze gebruiken bronnen die niet kunnen worden erkent door degene die ze zou moeten hebben gemaakt daarom is het oordeel ongefundeerd","gt",5,746
"747","De bewering van Kleenex is beoordeeld door de redactie van nextcheck als ongefundeerd Dit komt doordat het onderzoek volgens hun een eigen onderzoek is en niet een globaal onderzoek Daarom heeft nextcheck meerdere bronnen gecheckt die allemaal op een ander aantal cijfers uitkomen Ze hebben een nieuw onderzoek gestart waarbij bekend werd dat het inderdaad steeg maar wel tot Hierdoor zijn er geen accuratere cijfers bekent tot nu toe","gt",3,747
"748","het is ongefundeerd de onderzoek was een eigen onderzoek het word gebruikt als intern en mag niet worden gedeeld","gt",3,748
"749","De testen zijn gebaseerd op eigen onderzoek van de nederlanders heeft last van hooikoorts Dat is een groot probleem De beweringen van Kleenex zijn tweeledig op de heeft er last van en Dat het drastig groeit Er zijn bewijzen dat de hooikoorts groei sterk toeneemt Dat raporteert CMR","gt",2,749
"750","De bewering van Kleenex is ongefundeerd Hunnen starten met hun eigen onderzoeken en geen van de gegevens kloppen En het onderzoek van Kleenex is niet inzichtelijk gemaakt","gt",2,750
"751","het aantal mensen groeit niet drastisch Veel mensen denken al dat ze hooikoorts hebben terwijl ze misschien alleen maar een beetje verkouden zijn Tuurlijk vind Kleenex dat veel mensen hooikoorts krijgen hoe meer mensen dat hebben hoe meer winst hun gaan maken Wij zijn van mening dat dit niet zo is en kunnen dat bewijzen met berekeningen","gt",2,751
"752","een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch De redactie zoekt het uit het klopte nietnectcheckt beoordeelt de bewering als ongefundeerd artikel van gezondheidsnetnl heeft last van hooikoorts KNMI geen hooikoortscijfers het nationaal kompas Volksgezondheid van ht RIVM telt ongeveer een derde van de Nederlandse bevolking heeft neusallegie De bronnen waar kleenex zich op zegt te baseren zijn niet controleerbaar maar ze kunnen wel kijken of het toeneemt Dat er een verdubbeling in de laatste jaar zou hebben plaatsgevonden is echter onwaarschijnlijk voor Nederland zijn er geen accurate cijfers beschikbaar op grond van al dezze gegevens beoordeelt nextcheckt de uitspraak als ongefundeerd","gt",3,752
"753","Men spreekt van een verdubbeling in de laatste jaar op het gebied van hooikoorts dit is niet waar zegt kleenex het was gebasseerd op eigen onderzoek van de Nederlanders hebben last van hooikoorts maar het is allemaal niet zo erg als men denkt Het Nationaal kompas Volksgezondheid van het RIVM schat dat van de Nederlanders last heeft van een neusallergie en niet van hooikoorts daarbij hebben ook nog veel mensen last van ademhalingsallergie Het is niet controleerbaar want het is niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen Vanaf het jaar neemt de groei af Dus met al deze gegevens is het niet duidelijk of het aantal mensen in Nederland met hooikoorts is toegenomen","gt",4,753
"754","het oordeel klopt niet Men is uit gegaan van uit eigen onderzoek Een op de Nederlanders heeft hooikoorts Dit aantal groeit drastisch snel een op de drie Nederlanders heeft neusproblemen maar daarbij word geen verschil gemaakt tussen hooikoorts en andere vormen Deze schatting biedt dus geen uitsluitsel Het is al met al niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen Op grond van deze gegevens beoordeelt nextcheck de uitspraak als ongefundeerd","gt",4,754
"755","eem op de vijf mensen heeft last van hooikoorts dit stond in de spits Dit klopt niet Deze uitspraak is gebaseerd op eigen onderzoek Wel is het moeilijk in te schatten hoeveel mensen hooikoorts hebben Vaak is er geen sprake van hooikoorts maar van hyperreactieve rhinitis Wel kan er gekeken worden of het aantal diagnose van hooikoorts zich toeneemt Een verdubbeling is onwaarschijnliijk","gt",5,755
"756","hooikooorts bereikt hoogtepunt een op de vijf mensen heeft hooikoorts en het stijgt flink Er zijn verschillende onderzoeken geweest men spreekt van een verdubbeling maar volgens nextchekt is die bewering ongefundeerd Hooikoorts is een allergische reatie op grassen pollen en stuifmeel Uit onderzoek van CMR kwam tot de conclusie dat het aantal mensen met hooikoorts inderdaad toenam","gt",2,756
"757","De uitspraken zijn gebaseerd op een eigen intern onderzoek Sommige bronnen bestaan niet meer en ontkennen de cijfers te kennen Het KNMI wordt genoemd maar zij beschikken niet over deze cijfers Volgens het RIVM maken mensen lastig onderscheid tussen een neusallergie of hooikoorts ook zou het niet mogelijk zijn iedereen met hooikoorts te kunnen noteren De bronnen van Kleenex zijn ook niet contoleerbaar","gt",6,757
"758","Het aantal mensen met hooikoorts neemt drastisch toe Een op de vijf nederlanders heeft hooikoorts Hooikoorts wil zeggen dat je erg gevoelig bent voor grassen pollen en stuifmeel Daarom heb je meestal alleen maar last van hooikoorts in de lente en de vroege zomer Als je het hele jaar door er last van hebt dan is er sprake van hyperreactieve rhinitis Het aantal hooikoorts patienten is de afgelopen jaar verdubbeld","gt",1,758
"759","Het oordeel is ongefundeerd want de uitspraken zijn op eigen onderzoek gebaseerd De site waar de informatie vanaf is gehaald bestaat niet meer en woordvoerder van het EAACI herkent de cijfers niet Een andere bron word de KNMI genoemd maar zij zeggen geen cijfers te hebben Ook is een schatting van het aantal mensen met hooikoorts nie te doen En bovendien word geen onderscheid gemaakt tussen neusallergieeen en hooikoorts","gt",7,759
"760","Het onderzoek van Kleenex is door nextcheck ongefundeerd verklaard omdat Kleenex de bronnen die ze gezegd hebben gebruikt niet gebruikt hebben en ook hebben ze cijfers van het KNMI gebruikt maar het KNMI heeft geen cijfers voor hooikoorts in nederland Nextcheck zegt dat het heel moeilijk bij te houden is hoeveel mensen er hooikoorts hebben in een land je kunt dat niet zomaar gaan tellen Nextcheck vind de bewering dus ongefundeerd omdat er niet echt feiten zijn gebruikt ","gt",5,760
